dashboard_rank,company_name,career_url,source_type,harshit_priority_score,priority_tier,profile_priority,sector,best_fit_role_families,employment_rule,generic_sales_frontline_rule,secondary_finance_score,why_it_fits_or_drop_reason,dashboard_default_visibility,dashboard_optional_group,include_in_scrape_registry,source_status,ireland_relevance_evidence,current_live_jobs_evidence,current_relevant_jobs_evidence
581,Manpower Ireland,https://www.manpower.ie/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment/staffing intermediary; lower strategic value than direct corporate sources.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
582,Marks & Spencer Ireland,https://jobs.marksandspencer.com/search-jobs/Ireland,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy workforce; target corporate roles comparatively sparse.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
583,McCabes Pharmacy,https://mccabespharmacy.com/pages/careers,employer,0,P5 — Optional / low-density,Optional,Retail / Pharmacy,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Pharmacy/retail operations dominate hiring; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
584,McDonald's Ireland,https://people.mcdonalds.ie/,employer,0,P5 — Optional / low-density,Optional,Hospitality / Food Service,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Restaurant/frontline operations dominate; weak fit for the target professional role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
585,Mitie Ireland,https://mitie.ie/careers/,employer,0,P5 — Optional / low-density,Optional,Facilities Management,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Facilities-management/frontline operations dominate; lower fit than technology/consulting alternatives.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
586,Morgan McKinley,https://www.morganmckinley.com/ie/jobs,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; duplicates client hiring and obscures original employer source.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
587,Next Ireland,https://careers.next.co.uk/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy hiring; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
588,Press Up Hospitality Group,https://pressup.ie/careers/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Hospitality operations dominate; limited target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
589,Primark / Penneys,https://careers.primark.com/location/ireland-jobs/1630/2963597/2,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store-heavy hiring; corporate roles exist but Ireland target-role density is comparatively low.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
590,Reperio Human Capital,https://reperiohumancapital.com,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,"Recruitment agency/intermediary; useful as a job board, but not as a target employer in the curated 500.",hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
591,Securitas Ireland,https://www.securitas.ie/careers/,employer,0,P5 — Optional / low-density,Optional,Security Services,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Security/frontline operations dominate; low relevance to target corporate role families.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
592,Sigmar Recruitment,https://www.sigmarrecruitment.com/jobs,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; direct-company sources preferred.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
593,Smyths Toys Superstores,https://careers.smythstoys.com/,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Retail/store and logistics-heavy; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
594,Sodexo Ireland,https://jobs.sodexo.com/,employer,0,P5 — Optional / low-density,Optional,Facilities / Food Services,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Facilities/food-service operations dominate; low target-role density.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
595,Storm3,https://storm3.com,employer,0,P5 — Optional / low-density,Optional,,Only show role-relevant corporate/analytics/BI/BA/ERP/technology/transformation vacancies,Keep only profile-relevant professional roles; part-time allowed only when directly relevant,"Exclude generic sales, retail, hospitality, customer service, frontline, warehouse and unrelated operational roles",,Recruitment agency/intermediary; not a target corporate employer for the curated radar.,hidden,lower_priority_companies,yes,strategic_unverified,Strategic target; Ireland relevance not yet proven by dashboard vacancy history,0,0
